Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
3019-2,TRI 3019-2,VALVULA 3019-2 AFR-3 PALANCA AZUL ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
3026-2,TRI 3026-2,VALVULA 3026-2 AFR-3 PALANCA AZUL ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4016-2,TRI 4016-2,VALVULA 4016-2 BTN-2 D/BOTON ROJO ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4023-2,TRI 4023-2,VALVULA 4023-2 BTN-2 BOTON AZUL ROSCA 3/,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4511-2,TRI 4511-2,VALVULA 4511-2 BTN-1 BOTON ROJO ROSCA 5/,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4528-2,TRI 4528-2,VALVULA 4528-2 BTN-1 D/BOTON AZUL ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4719-2,TRI 4719-2,VALVULA 4719-2 BTN-3 BOTON AZUL ROSCA 7/,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4726-2,TRI 4726-2,VALVULA 4726-2 BTN-3 BOTON ROJO ROSCA 5/,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
4733-2,TRI 4733-2,VALVULA 4733-2 BOTON FRONTAL TERMOS 3/4,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
5013-2,TRI 5013-2,VALVULA 5013-2 AFR-4 CONECTOR PORTAGARRA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
5112-2,TRI 5112-2,VALVULA 5112-2 AFR-5 PALANCA AZUL ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
5129-2,TRI 5129-2,VALVULA 5129-2 AFR-5 PALANCA ROJA ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
8007-2,TRI 8007-2,VALVULA 8007-2 MV-1 BLANCA 1/2 VUELTA RO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
8014-2,TRI 8014-2,VALVULA 8014-2 MV-2 PALANCA BLANCA ROSCA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
8175-2,TRI 8175-2,VALVULA 8175-2 KT-2 CONECTOR PORTAGARRAF,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
9462-2,TRI 9462-2,VALVULA 9462-2 TAPON DE DESAGUES P/HIELE,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V 55,CED VG3/8X3/8,VALVULA AGUJA 3/8 X 3/8,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
79H38,RUG F79H38,VALVULA CHECK HORIZ.ROS. 38MM 1 1/2 F79H,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
12053,TRU FUM-075-C,VALVULA COMPLETA P/FUMIGADOR TRUPER FUM-,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,HID VDCRI-03,VALVULA COMPUERTA FO. FO. 3,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
8010002,DIN TE-2-A,VALVULA D/LLENADO P/TANQUE ESTACINARIO,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,FPO VA3,VALVULA SAPO #3 P/WC 2781,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,FTF 9459,VALVULA SAPO FAMA CRISTAL 9459 2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
9460,FTF 9460,VALVULA SAPO FAMA SEGURIMAX 9460 2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
502R3P8,FSM 502R3P8,VALVULA SAPO FLUIDMASTER 502R3P8 C/3 PZA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
200AMP3L,CED 200AMP3L,VALVULA TANQUE BAJO FLUIDMASTER 200AMP3L,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),VME 0.6385,VARILLA 3/8 CUADRADA DE 6 MTS.,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),GJA VTH42,VARILLA 3/8X 12 MTS. CORRUGADA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JUCK VC1/2,VARILLA CUADRADA 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),JUCK VAR5/8,VARILLA CUADRADA 5/8,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
VCW3,CRE VCW3,VARILLA P/TIERRA COOPERWELD 5/8 X 3 MTS.,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),MFV VSC1/2,VARILLA SOLIDA CUADRADA 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
15V017SM,GME VHB5G,VENENO P/HORMIGA BLATTANEX 5 G.,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),VD,VENTA TIQUET,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4433-1,CLD V4433-1,VENTILADOR ARTFAN V4433-1 1 LUZ 6 ASPAS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V8234-1,CLD V8234-1,VENTILADOR ARTFAN V8234-1 1 LUZ 6 ASPAS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V8236-1,CLD V8236-1,VENTILADOR ARTFAN V8236-1 4 LUCES 5 ASPA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V8299-1,CLD V8299-1,VENTILADOR ARTFAN V8299-1 1 LUZ 5 ASPAS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
46560,TRU VENT-56,VENTILADOR D/TECHO VOLTECK 3 ASPAS 56 VE,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V3001,ALI V3001,VENTILADOR IGOTO DECORATIVO V3001 VENTUM,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V3002,ALI V3002,VENTILADOR IGOTO DECORATIVO V3002 VENTUM,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4201,ALI V4201,VENTILADOR IGOTO DECORATIVO V4201 ARIA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4204,ALI V4204,VENTILADOR IGOTO DECORATIVO V4204 BREZZA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4205,ALI V4205,VENTILADOR IGOTO DECORATIVO V4205 VANT,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4206,ALI V4206,VENTILADOR IGOTO DECORATIVO V4206 VANT,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4207,ALI V4207,VENTILADOR IGOTO DECORATIVO V4207 VENTAL,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
V4208,ALI V4208,VENTILADOR IGOTO DECORATIVO V4208 VENTAL,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
60145,TRU VIMOS-2,VINIL CUBRE MOSTRADOR 200 X 60 CM VIMOS-,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
C40YEE13,MME. 40YEE-13,YEE HIDRAULICO CEMENTAR CED.40 13MM 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
C40YEE19,MME. 40YEE-19,YEE HIDRAULICO CEMENTAR CED.40 19MM 3/4,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
C40YEE25,MME. 40YEE-25,YEE HIDRAULICO CEMENTAR CED.40 25MM 1,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,CED YESO BULTO,YESO BLANCO 40 KGS.,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
IT-622030,SLM IT-622030,YESO SAYER IT-6220.30 1 KG,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
Z25,VAAE Z25,ZAPATO C/CASQUILLO 420 HAMY BOOTS 25,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
Z285,VAAE Z28.5,ZAPATO C/CASQUILLO 420 HAMY BOOTS 28 1/2,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
17852,CED ZC-327C,ZAPATO INDLS. C/CASQUILLO TRUPER ZC-327C,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
17853,CED ZC-328C,ZAPATO INDLS. C/CASQUILLO TRUPER ZC-328C,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
17854,CED ZC-329C,ZAPATO INDLS. C/CASQUILLO TRUPER ZC-329C,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
17855,CED ZC-330C,ZAPATO INDLS. C/CASQUILLO TRUPER ZC-330C,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
2103110510,CPR ZRC7C,ZOCLO RESIDENCIAL ACABADO CAFE,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
(null),CPR ZRM7C,ZOCLO RESIDENCIAL ACABADO MADERA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
2103110504,CPR ZRG7C,ZOCLO RESIDENCIAL GRIS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
46860,TRU LED-75F,FOCO LED- 75F 12W EQ.80W LED VOLTECK T/,18,A,11,A,0,Sin Mov,21,A,0,Sin Mov
46221,TRU LED-100F,FOCO LED-100F 14W EQ. 115W LED VOLTECK,0,A,0,Sin Mov,0,Sin Mov,15,A,0,Sin Mov
48550,TRU COL-401L,LAMPARA COL-401L LED 45W COLGANTE LUZ DE,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
48459,TRU LED-125C,FOCO LED-125C 18W EQ.145W LED VOLTECK L.,0,Sin Mov,0,Sin Mov,0,Sin Mov,4,A,0,Sin Mov
46748,TRU R-405M,REGADERA FOSET AQUA R-405M CUADRADA ABS,1,A,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
48060,TRU LLED-265L,LLAVE DE ESFERA DUAL 265G FOSET LLED-265,1,B,3,B,0,Sin Mov,0,B,0,Sin Mov
102806,CED PA-CA-2,PINTURA AEROSOL TRUPER PA-CA-2 CAFE ANOD,1,C,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
27007,TRU ESEX-300P,ESPUMA PRETUL 300 ML. ESEX-300P,0,Sin Mov,9,A,0,Sin Mov,0,A,0,Sin Mov
21883,TRU LL-2014P,LLAVE COMB. STD. PRETUL LL-2014P 7/16,0,Sin Mov,8,B,0,Sin Mov,11,B,0,Sin Mov
102829,CED PA-GO-2,PINTURA AEROSOL TRUPER PA-GO-2 GRIS OSCU,0,Sin Mov,1,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
48923,TRU CPVC-271,COPLE DE REPARACION CPVC 1/2 FOSET,0,Sin Mov,2,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
21640,TRU CUN -43P,CUÑA P/RESANAR SIN MANGO 3 X 4 CUN -43,0,Sin Mov,0,Sin Mov,0,Sin Mov,16,B,12,B
21641,TRU CUN -45P,CUÑA P/RESANAR SIN MANGO 4 X 5 CUN -45P,0,Sin Mov,0,Sin Mov,0,Sin Mov,20,C,8,B
41251,TRU CHI-100N,CHINCHES FIERO C/100 PZAS. CHI-100N NEGR,0,Sin Mov,0,Sin Mov,0,Sin Mov,1,C,0,Sin Mov
23092,TRU CUCH-P52,CUCHILLO PRETUL M/PLASTICO T/SIERRA N- 5,0,Sin Mov,0,Sin Mov,0,Sin Mov,6,C,0,Sin Mov
20298/779,TME 20298/779,TRAMONTINA 20298/779 JUEGO DE OLLAS 7 PZ,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
COMBO IMPER,CED COMBO IMPER,COMBO THERMOTEK 5 AÑOS BCO 2 CUB. + VENT,0,C,0,B,0,B,0,C,0,Sin Mov
,BER PESBR1.19,PINTURA ESM. SUMMA BRILLANTE RANGO 1 19,0,C,0,B,0,B,0,Sin Mov,0,C
20700,CED JBCP-4,BROCAS DE 4 PZAS. P/CONCRETO JBCP-4 PRE,0,Sin Mov,0,B,0,Sin Mov,0,C,0,Sin Mov
46100,CED CODO-MS,CONTACTO VOLTECK L.STD. CODO-MS DOBLE MI,3,A,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
46215,CED LED-104E,FOCO LED VOLTECK GU-10 LED-104E LUZ D/DI,0,Sin Mov,7,A,0,Sin Mov,3,Sin Mov,0,Sin Mov
43558,CED CM-21C,CERRADURA HERMEX CM- 21C P/MUEBLE CROMO,0,Sin Mov,9,A,0,Sin Mov,0,Sin Mov,0,Sin Mov
47312,TRU CCH-4X6,CAJA RECTANGULAR GALV. VOLTECK 4X6 CCH-4,0,Sin Mov,4,C,0,Sin Mov,-24,C,0,Sin Mov
46111,CED CODO-CL,CONTACTO VOLTECK CLASSIC DOB.POLAR. CODO,0,Sin Mov,0,Sin Mov,0,Sin Mov,1,B,0,Sin Mov
46001,CED COAP-S,CONTACTO VOLTECK L.STD. COAP-S POLAR. C/,0,Sin Mov,0,Sin Mov,0,Sin Mov,9,B,0,Sin Mov
K12026,IAD K12026,FIBRA METALICA 40 GRS. KLINPLUS 12026,0,Sin Mov,36,A,0,Sin Mov,0,Sin Mov,0,Sin Mov
,FLETE-SERVICIO,EMPAQUE (FLETE- SERVICIO),0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
008201-5,BER 008201-5,PINTURA VINIL REKOLOR BLANCO 4 LTS,0,Sin Mov,0,Sin Mov,15,C,0,C,0,A
43824,TRU JAL-0211,JALADERA HERMEX SATIN 96MM ACERO EST. A,4,B,12,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
43821,TRU JAL-0111,JALADERA HERMEX SATIN 96MM DE ACERO ES,5,C,10,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
43378,TRU JAL-0712,JALADERA HERMEX SATIN 160MM DE ACERO EST,9,C,7,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
43901,TRU JAL-0911,JALADERA HERMEX SATIN 96MM ACERO EST. AN,0,Sin Mov,14,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
43827,TRU JAL-0312,JALADERA HERMEX SATIN 128MM DE ACERO EST,0,Sin Mov,7,C,0,Sin Mov,7,B,0,Sin Mov
17661,TRU PNT-4,PRENSA TRUPER HIERRO NODULAR 4 PNT-4,0,A,0,B,5,A,7,C,0,Sin Mov
49903,TRU AWC-40B,ASIENTO P/WC FOSET CORTO BCO. AWC-40B,1,B,2,A,0,Sin Mov,1,A,0,Sin Mov
49905,TRU AWC-45B,ASIENTO P/WC FOSET LARGO BCO. AWC-45B,1,C,5,A,0,Sin Mov,0,A,0,Sin Mov
48578,TRU CM-631,ADAPTADOR INSERCION PVC HEMBRA 3/4 X 1/2,0,Sin Mov,2,B,20,Sin Mov,0,Sin Mov,0,Sin Mov
44710,TRU TORC-1/4X1/2,TORNILLO CABEZA COCHE 06X 13 1/4 X 1/2 S,0,Sin Mov,0,Sin Mov,0,Sin Mov,121,C,0,Sin Mov
40061,TRU PIJC-650,PIJA MULTIUSOS 6X50MM 2 CUERDA CERRADA F,0,Sin Mov,0,Sin Mov,0,Sin Mov,70,C,0,Sin Mov
40096,TRU CUE-111M,CABLE PLASTICO ROLLO KGO. 11MM 7/16 18 M,109,B,0,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
48363,TRU CAD-1/16,CASQUILLO DOBLE D/ALUMINIO P/CABLE ACERO,0,Sin Mov,4,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
CH-A101,COF CH-A101,ASIENTO COFLEX CH-A101 REDONDO P/ SANITA,1,B,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,COF GL-D302,MEZCLADORA COFLEX GL-D302 P/LAVABO,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov,0,Sin Mov
,COF GR-D212,MANERAL COFLEX P/REGADERA CONTEMPORANEO,0,Sin Mov,1,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
PAQAGUAZUL,ECE PAQAGUAZUL,"CATO KIT AGUAZUL (TAZA, TANQUE Y ASIENTO",0,Sin Mov,0,C,0,C,0,Sin Mov,0,Sin Mov
007703-6,BER 7703-6,PINTURA VINIL KALOS TONE 7703 19 LTS.,1,C,2,C,17,A,0,B,0,A
,AAEL RMEC/100M,MALLA REFORZADA DOBLE 1.10 X 100 MTS.,5,A,1,A,10,A,5,A,3,A
21526,TRU BRP-2,BROCHA PRETUL 50MM 2 BRP-2,6,A,11,A,57,A,18,A,9,A
13843,TRU KIT-ROPI-915,KIT P/PINTAR CHAROLA Y RODILLO KIT-ROPI-,8,A,2,A,0,A,4,A,23,A
0.25031,TRU PBMAN-10X1/2PA,PROMOCION PINTURA 1 MANGUERA MAN-10X1/2P,0,Sin Mov,0,Sin Mov,0,A,0,Sin Mov,0,A
000840-4,BER 840-4,PINTURA VINIL BERELINTE 840 1 LTO.,5,A,10,A,9,A,3,B,0,A
004723-4,BER 4723-4,PINTURA VINIL MULTITONO PRO 4723 BLANCO,8,A,0,A,43,A,13,A,0,A
14052,TRU HIL-165A,HILO P/ALBAÑIL TRUPER GRANDE HIL-165A 16,0,A,7,A,5,A,0,A,6,Sin Mov
002305-4,BER 002305-4,BASE BERELEX GREEN 2305 NEUTRA 1 LTO.,3,A,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,BER BBR1C,PINTURA VINIL BERELEX SEMI-MATE RANGO 1,0,B,0,C,0,C,0,Sin Mov,0,Sin Mov
,BER BBR1L,PINTURA VINIL BERELEX SEMI-MATE RANGO 1,0,C,0,C,0,Sin Mov,0,Sin Mov,0,C
530-4,BER 000530-4,SELLADOR ACRILICO ANTI-SALITRE BEREL 1,4,A,0,Sin Mov,0,Sin Mov,0,Sin Mov,5,C
4624-4,BER 004624-4,PINTURA P/PIZARRON NEGRO LITRO,2,B,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
PT1090I,CED PT1090I,PAQUETE 07-1090 FREGADERO ANBEC 1 TINA I,0,Sin Mov,0,B,0,C,0,Sin Mov,0,Sin Mov
0.10077,DAN MEZF151L,ANBEC MEZF151L MEZCLADORA P/FREGADERO CR,0,Sin Mov,3,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
10467,DAN MEZL140C,ANBEC MEZL140C MEZCLADORA P/LAVABO MONOM,0,Sin Mov,1,C,0,Sin Mov,0,Sin Mov,0,Sin Mov
AD-2988,IAD AD-2988,ADIR AD-2988 LAMPARA GIRATORIA LEDS RGB,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
AD-4221,IAD AD-4221,ADIR AD-4221 CANDIL COLGANTE T/SOCKET NA,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,AAEL MRF-10CM,MALLA REFORZADA DOBLE 10 X 60 MTS,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov,0,Sin Mov
,AAEL MRF-20CM,MALLA REFORZADA DOBLE 20 X 60 MTS,0,Sin Mov,0,Sin Mov,1,Sin Mov,0,Sin Mov,0,Sin Mov
,AAEL MR10M,MALLA REFORZADA DOBLE 1.10 X 10 MTS.,5,A,21,A,102,A,50,A,11,A
,AAEL MRFD-60M,MALLA REFORZADA DOBLE 1.10 X 60 MTS,2,A,5,A,8,A,3,A,2,B
000803-6,BER 803-6,PINTURA VINIL BERELINTE 803 19 LTS.,1,B,0,B,3,A,1,B,0,A
23971,TRU JUDA-39P,HERRAMIENTA DE 39 PZAS. PUNTASDADOS PRET,0,Sin Mov,0,A,17,Sin Mov,4,C,0,Sin Mov
MX87559,AAM MX87559,CERRADURA YALE DE GATILLO 87559 RIVIERA,0,Sin Mov,0,C,6,C,0,Sin Mov,0,Sin Mov
MX86155,AAM XDE96016CM,CERRADURA YALE 86155 PTA.PAL. DENVER LL/,0,Sin Mov,1,C,4,C,0,Sin Mov,0,Sin Mov
MX86205,AAM XTE96017CM,CERRADURA YALE 86205 PTA.PAL. TETON LL/L,0,Sin Mov,0,C,3,C,0,Sin Mov,0,Sin Mov
MX84791,AAM MX84791,CERRADURA YALE 84791 PAT.PAL. ALABAMA LL,0,Sin Mov,1,C,3,Sin Mov,0,Sin Mov,0,Sin Mov
MX89584,AAM MX89584,CERRADURA YALE 89584 PTA.PAL. PORTEFINO,0,Sin Mov,2,C,3,C,0,Sin Mov,0,Sin Mov
MX87554,AAM MX87554,CERRADURA YALE DE GATILLO 87554 CARIBE L,0,Sin Mov,0,C,2,B,0,Sin Mov,0,Sin Mov
MX80507,AAM MX80507,CERRADURA YALE 80507 MANIJA CAMBRIDGE C/,0,Sin Mov,0,Sin Mov,1,B,0,Sin Mov,0,Sin Mov
MX4979,AAM MX4979,CERRADURA YALE 4979 MANIJA CASTELLI C/LL,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX4984,AAM MX4984,CERRADURA YALE 4984 MANIJA IGUAZU S/LLAV,0,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
MX80176,AAM MX80176,CERRADURA YALE 80176 POMO TUL A 52PD 5 C,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX80495,AAM MX80495,CERRADURA YALE 80495 MANIJA CAMBRIDGE S/,0,Sin Mov,0,Sin Mov,6,C,0,Sin Mov,0,Sin Mov
MX80505,AAM MX80505,CERRADURA YALE 80505 MANIJA CAMBRIDGE RE,0,Sin Mov,0,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
MX81167,AAM MX81167,CERRADURA YALE 81167 PERILLA ESFERA RECA,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX81169,AAM MX81169,CERRADURA YALE 81169 PERILLA ESFERA BAÑO,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX86003,AAM MX86003,CERRADURA YALE 86003 MANIJA HERMES C/LLA,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX86173,AAM XNO96017NST60,CERRADURA YALE 86173 PTA.PAL. N.ORLEANS,0,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
MX86176,AAM XNO96017LA,CERRADURA YALE 86176 PTA.PAL. N.ORLEANS,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX87504,AAM MX87504,CERRADURA YALE 87504 POMO PLYMOUTH S/LL,0,Sin Mov,0,Sin Mov,6,B,0,Sin Mov,0,Sin Mov
MX87508,AAM MX87508,CERRADURA YALE 87508 ENTRADA POMO 80PD P,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX89081,AAM MX89081,CERRADURA YALE 89081 COMBO CASTELLI LL/L,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX89230,AAM MX89230,CERRADURA YALE 89230 COMBO CASTELLI LL/L,0,Sin Mov,0,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
MX89581,AAM MX89581,CERRADURA YALE 89581 PTA.PAL. PORTOFINO,0,Sin Mov,2,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
MX89674,AAM MX89674,CERRADURA YALE 89674 MANIJA CASTELLI BUI,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX89701,AAM MX89701,CERRADURA YALE 89701 MANIJA CASTELLI C/L,0,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
MX89703,AAM MX89703,CERRADURA YALE 89703 MANIJA CASTELLI C/L,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX6990,AAM MX6990,CERRADURA YALE MX6990 GATILLO-PERILLA AN,0,Sin Mov,0,Sin Mov,11,B,0,Sin Mov,0,Sin Mov
MX80709,AAM MX80709,CERROJO YALE 80709 B 462P 26D CROMO MATE,0,Sin Mov,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
MX80713,AAM MX80713,CERROJO YALE 80713 B 462P 5 LL/LL LAT.AN,0,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
MX81010,AAM MX81010,CERROJO YALE 81010 B 560P 15 NIQ.SATINAD,0,Sin Mov,0,Sin Mov,5,B,0,Sin Mov,0,Sin Mov
MX81031,AAM MX81031,CERROJO YALE 81031 B 562P 26D LL/LL CROM,0,Sin Mov,0,Sin Mov,10,B,0,Sin Mov,0,Sin Mov
MX81035,AAM MX81035,CERROJO YALE 81035 B 562P 5 LL/LL LAT.AN,0,Sin Mov,0,Sin Mov,6,B,0,Sin Mov,0,Sin Mov
MX89708,CME MX89708,CANDADO YALE MX89708 SUECO CORTINA 70,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
MX89710,AAM MX89710,CANDADO YALE MX89710 SUECO 60,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
MX89714,CME MX89714,CANDADO YALE MX89714 EXTREME 71,0,Sin Mov,0,Sin Mov,3,C,0,Sin Mov,0,Sin Mov
MX89715,AAM MX89715,CANDADO YALE MX89715 SUECO PROTEC 50,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
MX89716,CME MX89716,CANDADO YALE MX89716 SUECO PROTEC 60,0,Sin Mov,0,Sin Mov,2,C,0,Sin Mov,0,Sin Mov
MX4980,AAM MX4980,CERRADURA YALE 4980 MANIJA CASTELLI S/LL,0,Sin Mov,0,Sin Mov,2,C,0,Sin Mov,0,Sin Mov
MX4983,AAM MX4983,CERRADURA YALE 4983 MANIJA IGUAZU C/LLAV,0,Sin Mov,0,Sin Mov,0,C,0,Sin Mov,0,Sin Mov
MX80208,AAM MX80208,CERRADURA YALE 80208 POMO TUL A 52PD 15,0,Sin Mov,0,Sin Mov,5,C,0,Sin Mov,0,Sin Mov
